gene_id	colors
NPIPA5 /// NPIPB3 /// NPIPB6 /// NPIPB8	grey
KCTD9	turquoise
PDK3	brown
VPS37A	midnightblue
NFXL1	turquoise
MAPKAPK5	magenta
ATP10D	turquoise
CDCA8	turquoise
ALAS1	turquoise
CTC-444N24.11	blue
SLC41A1	blue
HLA-J	brown
SLC19A2	turquoise
RAP2A /// RAP2B	turquoise
PTPRD	magenta
ACTA2	blue
TRNT1	turquoise
GSTO1	brown
LNX2	greenyellow
H1F0	greenyellow
NBPF10 /// NBPF14 /// NBPF26 /// NBPF9	grey
LYL1	blue
EIF4A1 /// LOC101928634 /// SENP3-EIF4A1 /// SNORA48 /// SNORA67 /// SNORD10	turquoise
TMEM150C	blue
FADS3	blue
ZNF320	lightcyan
OGDH	black
NUSAP1	turquoise
CFTR	yellow
SGOL2	turquoise
PITX1	blue
TOP1	green
NUDCD1	turquoise
LOC100996740	purple
POLR1C	turquoise
PGLYRP4	pink
LOC102723479	salmon
DECR1	magenta
EAF1	turquoise
ZSWIM6	yellow
LOC101930578 /// MRPS31P5 /// THSD1	blue
INTS2	turquoise
BCL3 /// MIR8085	grey
UXS1	turquoise
SLIRP	turquoise
LOC645166 /// LOC654342	brown
PYGB	yellow
DUT	turquoise
MISP	black
FAM167B	green
MSRB3	blue
TRPM4	yellow
MIR7114 /// NSMF	brown
MCOLN1	turquoise
GNG10	blue
TRAPPC6B	turquoise
SIPA1	grey
KDELC1	blue
INHBB	blue
LILRA6	blue
MAPK7	yellow
RPL39L	turquoise
CR1 /// CR1L	blue
BRCC3	turquoise
PDGFRL	green
DBN1	blue
CHD1	yellow
TMC4	magenta
LEPRE1	blue
GTF2IRD1	blue
LOC100129550	yellow
SLMO2	midnightblue
C14orf28	brown
BMP5	brown
KPNA2	turquoise
FLJ45513 /// TAC4	tan
DNM3	grey
FZD5	yellow
UPK3A	brown
PTPN6	purple
F8	blue
TNKS1BP1	yellow
SLC12A6	brown
USF1	tan
LAT2	purple
PPP2R3A	yellow
SERF1A /// SERF1B	grey
ARMCX3	blue
PBX3	blue
LOC285074 /// LOC730268	grey
MMRN2	blue
EPB41L2	turquoise
PRIMA1	blue
LOC100289019	yellow
CCDC167	turquoise
SEC23B	turquoise
NCBP2	turquoise
GFM2	turquoise
SSBP3-AS1	red
GBAS	turquoise
DDO	brown
TAF12	turquoise
PTRH2	turquoise
LMO4	brown
FAM216A	blue
MLLT3	yellow
ZNF503-AS1	brown
CDC37	blue
PPARGC1A	magenta
TMEM192	turquoise
MCCC1	turquoise
PRKCB	purple
LOC101929857 /// LOC101929864 /// SLX1A /// SLX1A-SULT1A3 /// SLX1B /// SLX1B-SULT1A4 /// SULT1A3 /// SULT1A4	brown
CCR10	blue
WDSUB1	turquoise
MBOAT1	turquoise
ACCS	magenta
SLC22A3	brown
TFRC	turquoise
ACPP	turquoise
WWC3	blue
DNM3OS	blue
NIT2	turquoise
C2orf74 /// KIAA1841	blue
ARHGDIA	grey
RNF121	brown
NDUFAF2	turquoise
TUSC3	yellow
NUS1	turquoise
CIART	brown
ZUFSP	turquoise
PHACTR2	yellow
AP1S1	turquoise
C5orf28	lightcyan
NME4	blue
LSM12	turquoise
RRAGD	blue
OR2A4	magenta
SEC14L1	blue
ABCB10	brown
PEX11A	magenta
GCNT4	brown
IQGAP1	yellow
SORD	green
SCARF1	blue
HSD3B7	brown
LOC113230 /// MIR1199	black
AES	grey
LACTB	turquoise
SLC37A3	turquoise
PRDX5	turquoise
SEC22C	brown
OSTC	turquoise
BATF	blue
PCBP4	brown
SNRNP25	turquoise
LOC154761	grey
TMEM14A	midnightblue
AK025975 /// RP1-74M1.3	red
PANX1	blue
TRIM58	yellow
P2RY1	greenyellow
RAB4B	pink
LYAR	turquoise
PIK3CG	purple
FAM126A	brown
PRH1-PRR4 /// PRR4	brown
PIGW	turquoise
THG1L	turquoise
PBXIP1	brown
MRPL1	turquoise
CCDC186	greenyellow
ACOT4	black
GCH1	turquoise
SNN	blue
SLC12A2	grey
RP11-469M7.1	turquoise
KLF10	blue
NAPEPLD	magenta
SH3PXD2A-AS1	blue
ATAD2	turquoise
BRSK1	brown
LCLAT1	brown
SLC9B2	grey
DLEU2 /// DLEU2L /// MIR15A	turquoise
DNAJB1	green
DNASE1L3	salmon
KCNJ8	blue
FAM195A	black
ZNF587B	yellow
YBX2	magenta
TMEM259	tan
ALDH18A1	brown
MEST	turquoise
COTL1	blue
FXYD6	blue
HOXA10-AS /// MIR196B	turquoise
C19orf12	brown
CDK4	turquoise
CYC1	turquoise
NDRG1	brown
IARS	turquoise
C19orf10	turquoise
RAB30	brown
HCP5	grey
GAS2	brown
FAM3C	brown
CCT6A	turquoise
TRIP13	turquoise
DNMBP /// LOC101927371	turquoise
SLC7A8	brown
SLCO3A1	green
LDLR	yellow
MEGF9	brown
CEP192	turquoise
OPLAH	black
NAIP	blue
C4orf3	brown
NOV	yellow
RP11-97C16.1	turquoise
EZH2	turquoise
TRAPPC10	red
ZBTB41	turquoise
RNASEH2A	turquoise
IHH	black
C1orf106	black
BTN3A1	cyan
SEPSECS	brown
NRBF2	turquoise
VAT1L	blue
FAM83E	grey60
ZNF818P	turquoise
SDC1	green
NUDT21	turquoise
PGRMC1	brown
UCHL3	turquoise
RTEL1	green
HOXA3	lightcyan
FAM217B	brown
TSPYL4	turquoise
HSPE1	turquoise
COL21A1	blue
NLGN4X	blue
BDKRB2	yellow
MET	green
ZWINT	turquoise
CDKN1A	grey
MRPS28	turquoise
BBS12	grey
RPAP3	turquoise
DSERG1	red
DHX9	turquoise
GABARAPL1	midnightblue
HOXA1	turquoise
FNBP1L	turquoise
PIK3R3	blue
NXT1	turquoise
PSMD10	turquoise
ANKRD45	turquoise
RND3	yellow
CXADR	yellow
ATF1	turquoise
PRDX4	green
PIK3CD	blue
UBE2D1	turquoise
CXCR6	turquoise
OXCT1	turquoise
KIAA1715	turquoise
ZNF32	blue
DSE	blue
RGL2	blue
HNRNPH2 /// RPL36A-HNRNPH2	midnightblue
CERS6	greenyellow
RNF144A	yellow
C3orf70	turquoise
TRANK1	greenyellow
AGA	blue
GLA	brown
CACNA2D2	red
RCN3	blue
CBX7	purple
CNN2	blue
SERPINE2	green
TUFT1	yellow
LENG8	red
PLEKHA7	greenyellow
HPDL	tan
LINC01116	blue
MYO1E	turquoise
SLC27A2	greenyellow
SLC30A9	turquoise
ARL14EP	turquoise
RELB	blue
PLCD1	yellow
MKI67	turquoise
PLP1	blue
P2RX4	yellow
UNC5B	yellow
CCND1	grey
SLC25A37	blue
RP11-539L10.3	pink
MUC3B	black
MTMR11	magenta
MFN1	turquoise
PABPN1	red
AIFM1	midnightblue
EIF3C	red
TMEM5	turquoise
BC062753	brown
KRCC1	turquoise
GMCL1 /// GMCL1P1	midnightblue
ORM1 /// ORM2	blue
SLC46A1	brown
SNORA29 /// TCP1	turquoise
ZNF22	turquoise
LOC101060405 /// RRN3P3	red
BZW1	turquoise
FCHSD2	purple
MID1IP1	pink
ESF1	turquoise
PPCDC	turquoise
ANK3	magenta
LOC153684	red
SORL1	black
SLC25A22	black
MALT1	blue
CNNM2	magenta
FBL	turquoise
RMND5A	yellow
SLC25A23	black
SLC50A1	turquoise
UGT1A6	grey
PRKX /// PRKY	turquoise
BAI2	brown
RAB27A	turquoise
PRIM1	turquoise
CEACAM5	yellow
EIF5 /// SNORA28	red
LIPT1	brown
LOC100505938	greenyellow
IGLV6-57	salmon
METTL2A /// METTL2B	yellow
LOC100996517 /// LOC102724364 /// SEC22B	turquoise
THSD7A	blue
KIAA1804	magenta
NAPB	brown
LINC01082	blue
PKHD1L1	blue
TNFRSF14	brown
APOLD1 /// DDX47	turquoise
RP4-680D5.8	brown
PDIK1L	turquoise
AMPH	blue
APITD1 /// APITD1-CORT	midnightblue
JADE3	yellow
ISOC1	brown
BCAP29	yellow
ZNF136	red
C20orf194	brown
RMND1	magenta
PELI1	blue
BCL2L1	grey60
ARHGEF18	turquoise
KBTBD2	blue
C6orf211	midnightblue
RASSF6	greenyellow
RHOD	black
MPP5	greenyellow
EXOC6B	brown
MFSD2A	brown
FAM13A	brown
EIF4A3	green
STRN3	turquoise
C4A /// C4B /// C4B_2	blue
AGPS	turquoise
DENND4A	blue
LZTS3	brown
RNF5 /// RNF5P1	brown
RNASE4	turquoise
PDIA6	turquoise
GM2A	blue
ZC3H12D	grey
ALDH1L1	yellow
SSPN	blue
EPHX4	blue
CLRN3	magenta
GPR160	brown
GS1-124K5.9	tan
CD40	blue
ARSD	magenta
PBX1	brown
ASUN	turquoise
MICALCL	yellow
TBCCD1	turquoise
RP11-285F7.2	turquoise
C9orf72	blue
PDIA3	turquoise
PPP2R5D	brown
PBDC1	midnightblue
SLC35A2	turquoise
PRR15L	black
KIF18B	turquoise
ICOS	purple
KIAA1211	magenta
PTP4A3	blue
ATP6V1A	turquoise
CD22	purple
LMNB2	turquoise
BMI1 /// COMMD3-BMI1	blue
DAPK1-IT1 /// DAPK1-IT1	red
NAA35	yellow
HIST1H2AG /// HIST1H2AH /// HIST1H2AI /// HIST1H2AK /// HIST1H2AL /// HIST1H2AM	yellow
SGTB	blue
PARP3	brown
CENPV	brown
CEP350	magenta
AP1M1	brown
PPTC7	yellow
FOXP1-IT1	red
PLCE1	yellow
TPRN	black
EBNA1BP2 /// MIR6733	turquoise
AUH	magenta
NQO2	brown
TTC22	tan
MYH11	blue
ZNF121	turquoise
ELP4	turquoise
MARCH3	yellow
FAM27B /// FAM27C	black
ABHD3	turquoise
GRAMD3	greenyellow
LLGL2	yellow
FREM1	brown
DNMT1	turquoise
PVRL4	yellow
BNIP3L	blue
HJURP	turquoise
FIGNL1	turquoise
MTFR1L	brown
PCDH7	grey
NCR3LG1 /// RP1-239B22.5	magenta
PLOD1	brown
RPS4XP3 /// RPS4XP3	turquoise
G6PD	green
C1orf85	brown
ACTL6A	turquoise
UBE2N	turquoise
DDIAS	yellow
OSBPL11	turquoise
HAUS1	turquoise
HYPK /// MIR1282 /// SERF2 /// SERF2-C15ORF63	turquoise
NCBP1	turquoise
PTK6	yellow
TMEM72	yellow
CNEP1R1	turquoise
KDM6B	blue
PRSS22	green
ANKRD20A1 /// ANKRD20A12P /// ANKRD20A2 /// ANKRD20A3 /// ANKRD20A4 /// ANKRD20A5P /// ANKRD20A8P	red
PAK1IP1	turquoise
LOC340085	red
G3BP2	turquoise
PIM1	turquoise
ATP11B	turquoise
CCDC64B	yellow
SEPW1	grey
TMCC3	greenyellow
MEOX2	blue
FAXDC2	brown
NPL	blue
KIF2C	turquoise
TFAP2A	brown
CRISPLD2	blue
RASA2	turquoise
JOSD2	grey60
TMTC1	blue
ARHGAP8 /// PRR5-ARHGAP8	yellow
CHRM3	yellow
FAM214B	green
HVCN1	purple
SPAG5	turquoise
KLHL24	brown
WDR75	turquoise
AK123826 /// RP11-510M2.2	brown
IER2	green
TBC1D2	yellow
MLXIP	yellow
CD300A	blue
SDK1	blue
CBX6	blue
ASF1A	turquoise
XRN2	turquoise
ST6GALNAC3	blue
RAP1GAP2	yellow
AGXT2	black
PDP2	red
SLC40A1	greenyellow
BACH2	purple
DIEXF	turquoise
LINC00675	yellow
DPH3	brown
FAM179B	turquoise
C17orf49 /// RNASEK-C17orf49	blue
LOC100133089	pink
DNMBP	brown
PPP3CA	green
PTS	turquoise
CDCP1	yellow
TMEM9	turquoise
IK /// TMCO6	red
SCPEP1	brown
SH2D4A	grey
LOC101927503	brown
TJP3	grey60
PFKM	blue
PIK3R1	brown
RP3-406A7.7	magenta
CEP70	turquoise
CTB-167B5.2	blue
PIBF1	turquoise
GEMIN5	turquoise
HYI	brown
LOC100133130	red
SMPD1	yellow
RAN	turquoise
TSPAN2	blue
JAG2	brown
NUDT2	blue
LOC100996412	grey
TCF21	blue
KCTD11	turquoise
HOXB3	yellow
WNK4	yellow
AKR7A2	magenta
TTC9	salmon
DUSP7	blue
DNA2	turquoise
TRAPPC1	black
SRBD1	green
TNNC2	brown
TTC13	yellow
KLRC4-KLRK1 /// KLRK1	brown
NDUFS3 /// PTPMT1	turquoise
NARS2	turquoise
ZAK	blue
ZNF227	blue
GNB2	turquoise
DEPTOR	magenta
ALPK2	blue
FAM57A	green
IL22	grey
LPAR1	blue
DOCK2	purple
SDPR	blue
MARVELD2	magenta
LOC102724094	brown
RAB6A /// WTH3DI	turquoise
C1orf226	yellow
ANXA2P1	green
CNOT8	turquoise
MARCH2	grey
CTAGE15 /// CTAGE4 /// CTAGE8 /// CTAGE9	magenta
IFNLR1	magenta
GLCE	turquoise
HIST1H2AE	greenyellow
SSR4	salmon
JAG1	turquoise
C21orf88	yellow
PGAP1	brown
CCNG2	green
ABLIM3	blue
CDYL2	brown
ACAA1	brown
ZBTB6	turquoise
SCN3A	blue
TIAM2	brown
BLOC1S5-TXNDC5 /// TXNDC5	blue
TUBBP5	grey
LINC00537	red
IL1RAP	blue
BHLHE22	blue
AGAP10 /// AGAP11 /// AGAP4 /// AGAP5 /// AGAP9 /// BMS1P5 /// CTGLF12P /// LOC101060581	black
ZDHHC11	black
AGPAT5	turquoise
C4orf32	yellow
FANCL	lightcyan
DPY19L1	green
CREBRF	brown
ACOT9	green
KCTD14 /// NDUFC2-KCTD14	green
ARHGAP25	purple
CNTNAP2	magenta
WDR11	lightcyan
DCTD	turquoise
NDUFAF4	turquoise
NUCKS1	turquoise
NUDT18	black
FZD8 /// MIR4683	yellow
ZNF184	turquoise
METAP1	turquoise
AC003989.4	turquoise
TNFRSF1A	brown
NEBL	green
ILF3-AS1	lightcyan
HAGLR	yellow
COPG2IT1	grey
C7orf60	blue
SLC29A4	black
NEDD4L	magenta
LONRF3	yellow
BTBD3	yellow
PLAGL2	magenta
DOCK4	green
PLAG1	brown
EPS8	turquoise
FDXR	grey
ANAPC1 /// LOC101930107 /// LOC285074 /// LOC730268	grey
CHURC1	turquoise
LOC101928189 /// RSRP1	lightcyan
MYO5A	blue
CDK2AP1	salmon
ZNF600	grey
KRT2	brown
SUMF2	brown
CASP3	midnightblue
KDM8	brown
CES3	black
EIF2B3	turquoise
FAM101A /// ZNF664-FAM101A	black
RAPH1	yellow
CCL7	blue
TBXAS1	turquoise
DENND1B	magenta
AAMP	turquoise
POMP	turquoise
UPRT	turquoise
EPS8L2	brown
RP11-215E13.2	pink
STX3	turquoise
EFHC1	red
HSPA4	turquoise
STAG3L3	red
OCLN	turquoise
ZBED2	blue
CYB5D2	brown
ADAM15	green
NUDT9	midnightblue
DAPK1	brown
KDM3B	turquoise
FAM92A1	blue
ADCK5	black
PGBD5	yellow
MLLT11	blue
MTHFD1	turquoise
ZBED1	brown
PSG11 /// PSG3	yellow
TMEM192 /// ZNF320	turquoise
KIF21A	turquoise
SMNDC1	turquoise
PTPN12	blue
ZNF212	brown
PICALM	midnightblue
MRPS9	turquoise
SLCO4A1	green
FUT3	grey60
ABCC1	green
SPHK2	black
CAAP1	turquoise
CYAT1	salmon
RP4-714D9.5	magenta
SLK	turquoise
CLCN5	magenta
TUBB2A /// TUBB2B	turquoise
CCDC102B	blue
MUT	magenta
ZNF593	green
SNX8	tan
CCDC80	blue
ECHDC2	brown
CREB3L1	green
CTSZ	brown
SYPL1	turquoise
DPY19L3	turquoise
GPR35	black
ZXDA	yellow
AGAP6 /// AGAP9 /// BMS1P5	brown
CLDN12	green
CASS4	blue
KIF3B	brown
GIF	turquoise
BCAR3	greenyellow
TCEAL1	turquoise
KAZN	yellow
LOC102723678 /// LOC102723709	brown
ARF6	turquoise
RFC3	turquoise
BAG1	yellow
TP53I3	greenyellow
XAGE-4	black
AVPI1	yellow
FGFR3	magenta
RP4-612B15.3	yellow
USP2	black
SMC6	turquoise
MIS12	turquoise
HRASLS2	tan
RPS6KA3	turquoise
MTX2	turquoise
THUMPD1	turquoise
PRIMPOL	turquoise
P2RY10	purple
MIR636 /// SRSF2	turquoise
SLC25A40	turquoise
LOC100132891	blue
AL110181 /// RP11-390E23.6	yellow
ALDH5A1	grey
CROT	brown
GATSL2	brown
C17orf75	turquoise
COG5	turquoise
MRVI1	blue
C3orf14	green
SLC17A9	green
MDM1	turquoise
ST6GALNAC1	grey
ANKRD44	purple
ANKRD28	blue
BICD2	blue
COPRS	blue
PRPF39	midnightblue
LOC100505874	red
ZNF43 /// ZNF729	turquoise
MPND	black
KDM6A	greenyellow
C7orf13 /// LINC01006	yellow
FAM189A2	grey
EMD	turquoise
RP11-250B2.6	turquoise
NONO	turquoise
SLC39A14	brown
RAB26	brown
TTC32	grey
LOC101928625 /// MED21	turquoise
ATF7IP2	grey
ADCY6	magenta
CP	blue
ZNF260	turquoise
ALDH7A1	turquoise
TRIM78P	pink
RLIM	blue
DNER	yellow
FAR2	turquoise
APOL2	cyan
ARNTL	turquoise
LACTB2	turquoise
SELPLG	blue
IFFO2	yellow
ABHD2	brown
LAMA5-AS1	tan
CXXC5	red
PRRG2	black
EIF1AX	grey
HIF1A	blue
NBPF1	red
TRAK2	yellow
LQFBS-1	pink
CDR2 /// LOC101060399	brown
CD99	brown
APOO	turquoise
MRPL2	grey60
C2orf76	turquoise
P2RY6	blue
UBXN7	blue
ZNF112	grey
LOC100505501	pink
TRMT112	turquoise
Y16709	grey
ABHD10	turquoise
RNASEH1-AS1	grey
CTSB	blue
KIAA0232	turquoise
SNX29	pink
GPSM3	blue
SNHG8 /// SNORA24	turquoise
RCC2	turquoise
LOC150051	pink
UHMK1	grey
CCL15 /// CCL15-CCL14	greenyellow
TUBA4A	green
PAXIP1	turquoise
CYP2C8	black
F10	brown
HIST1H3A /// HIST1H3B /// HIST1H3C /// HIST1H3D /// HIST1H3E /// HIST1H3F /// HIST1H3G /// HIST1H3H /// HIST1H3I /// HIST1H3J	yellow
COMTD1	black
KIF23	turquoise
VEGFB	grey
RRS1	turquoise
CRIPAK	red
AK057657 /// RP11-473I1.9	green
LOC101928830 /// LTA4H	midnightblue
KAZALD1	black
GLS	brown
IFT20	brown
RBMXL1	yellow
FGD6	yellow
LOC101930026	tan
DKC1 /// MIR664B /// SNORA56	turquoise
CDCA5	turquoise
RP11-5C23.1	grey
IDO2	grey
RAB8A	midnightblue
ARMC10	yellow
KIAA0355	turquoise
LINC00849 /// SLC25A16	magenta
SLC25A36	red
FAM13C	blue
LOC100131043	red
INSIG2	midnightblue
LEPREL4	grey
LILRB3	blue
IMPDH1	blue
HDC	grey
CDC23	turquoise
ILDR1	yellow
PPIB	turquoise
RINT1	turquoise
SAR1A	turquoise
CWC22	turquoise
FAM105A	yellow
CCDC125	greenyellow
RCAN1	turquoise
PGM3	turquoise
ORC1	turquoise
CHUK	turquoise
KIAA0907	red
YOD1	turquoise
VANGL2	brown
LSS	yellow
SYT13	brown
NASP	turquoise
MAP1LC3B	green
CLASRP	brown
LOC100310756	brown
RAB4A /// SPHAR	turquoise
RNF213	cyan
CILP	pink
NEGR1-IT1	pink
CCDC155	pink
CHST14	blue
ZWILCH	turquoise
DHX15	turquoise
TMEM184A	black
CAMK2N1	greenyellow
SS18L1	lightcyan
HOXA11	yellow
PPP1R13L	grey
ID4	grey
PPP1R12A	blue
ARNT2	blue
FAM73A	brown
CYP11B2	tan
ARID5A	blue
DAB1 /// OMA1	turquoise
C3orf67	yellow
AC005523.2	lightcyan
SYNE4	yellow
SMEK1	turquoise
INSM1	grey
TAF4B	turquoise
LOC439994 /// LOC642361	yellow
C6orf132	grey
AGL	grey
HERC2P2 /// HERC2P9	lightcyan
NEUROD1	brown
RALGDS	grey
MIR21 /// VMP1	grey
CCDC92	black
FLJ35700	red
TTC30A	yellow
PNPLA8	blue
TMUB1	brown
TAP2	cyan
TOP2A	turquoise
RP11-355B11.2	black
RAB11B-AS1	brown
PSMA1	turquoise
GATA4	brown
CORO2A	greenyellow
LOC100506476	grey
TMOD3	turquoise
MORC4	turquoise
SMARCA1	blue
OXR1	yellow
CPT1A	greenyellow
CHP1	turquoise
UNC13B	yellow
FOXO4	tan
RERG	blue
CRYBG3	turquoise
WNT11	brown
C12orf43	turquoise
CDC42EP1	pink
C8orf33	turquoise
TXNDC15	blue
REL	turquoise
SMIM19	brown
GLOD4	midnightblue
TRIM52	red
CDC42EP5	grey60
RDH10	brown
WDR54	blue
RPL4 /// SNORD16 /// SNORD18A /// SNORD18B /// SNORD18C	turquoise
HSPG2	blue
GATC /// SRSF9	turquoise
ASCC3	turquoise
GRHL3	grey
ZYG11B	yellow
IRF2BPL	blue
MITF	blue
TXNDC16	turquoise
GLCCI1	salmon
TRPA1	brown
RSPH1	turquoise
ABHD12B /// MIR4454	green
SATB1	brown
SBNO2	green
IQCC	tan
CCRL2	turquoise
TCEB1	turquoise
NAA40	grey
TCF19	turquoise
LIN7C	turquoise
BBS10	blue
TRA2B	turquoise
RPGR	blue
ARHGAP32	greenyellow
TRMT13	lightcyan
EXOC5	turquoise
TSFM	turquoise
SWI5	brown
SNX4	midnightblue
ANKRD36	turquoise
TRIM13	lightcyan
AIMP1	turquoise
C9orf91	grey
SUCLA2	magenta
RASSF4	brown
GNAI3	turquoise
MAN1B1-AS1	red
MIR22 /// MIR22HG	turquoise
GBAP1	yellow
IPMK	greenyellow
BCL2L2-PABPN1 /// PABPN1	turquoise
LOC101060264	turquoise
OSTM1	yellow
FAM107A	blue
DMRT2	yellow
AKAP5	red
RBBP8NL	black
CAT	brown
LSM5	turquoise
UAP1L1	blue
COLCA1	red
CYSLTR1	purple
PITPNC1	green
GP2	brown
IPO5	turquoise
LINC00543 /// LINC00543	magenta
MYL5	brown
C2CD2	blue
ECH1	turquoise
MANF	turquoise
ATAD1	yellow
TMEM86B	brown
GTF2I /// GTF2IP1 /// LOC100093631	brown
PRSS21	yellow
TMEM133	grey
CCPG1	turquoise
MCM5	turquoise
MGC32805	black
GPR115	yellow
ZNF354A	blue
TBC1D4	turquoise
AK096592 /// YLPM1	red
FRYL	yellow
PC	black
ZSCAN26	grey
ANKRD12	turquoise
RHNO1	turquoise
EMG1	turquoise
PRR13	brown
LY9	purple
ZBTB21	blue
ADAM28	grey
GBE1	blue
DND1	red
FAM13B	turquoise
CERS2	brown
ZC3H12C	yellow
HMGN3	turquoise
LOC101927752	blue
DCBLD1	blue
KBTBD6	turquoise
TNFRSF10B	turquoise
KDM4B /// LOC100507022	red
DERL3	salmon
IMMP1L	turquoise
VAV2	brown
EBLN2	red
NTN1	blue
COLEC11	brown
SMAD5	yellow
PARP12	brown
MAN2B1	blue
GUCD1	brown
RBBP5	turquoise
USP11	purple
MRPL17	turquoise
PRR24	grey
LOC100506990	magenta
ING2	brown
MAP4K1	purple
MEIS3P1	turquoise
PALLD	green
TOX	brown
SKAP1	purple
PTPN13	yellow
CADPS2	turquoise
NAB1	green
RP4-794H19.1	brown
ERI3	turquoise
C1orf174	turquoise
ERVH-1	pink
IDH3A	turquoise
AGAP11 /// AGAP4 /// AGAP6 /// AGAP7P /// CTGLF12P /// LOC101060581	black
FBXO16	green
PRAF2	blue
PRIM2	turquoise
AMMECR1L	yellow
PGK1	turquoise
C21orf91	blue
LOC102724387	brown
RIOK1	turquoise
GPN3	turquoise
ZNF200	blue
ADAM19	blue
MYBL1	grey
MPV17L	magenta
ATP5D	grey60
TICAM2 /// TMED7-TICAM2	blue
MSRB1	turquoise
FMR1	turquoise
GNAQ	turquoise
ALDH1B1	turquoise
TMEM41B	greenyellow
HPCAL1	brown
SETD9	yellow
MRPL50	turquoise
C17orf62	blue
ELOVL1 /// MIR6734	turquoise
NOLC1	turquoise
SPSB1	black
PTAR1	yellow
MPP7	turquoise
AMOTL2	blue
C1orf216	blue
NINJ2	green
HLTF	turquoise
SPRYD7	turquoise
TMEM181	magenta
P2RY2	turquoise
VDAC2	turquoise
CASP8	turquoise
KRT18	turquoise
TMEM45B	greenyellow
GALNT8	magenta
RP11-498C9.15	turquoise
ZBTB20	blue
RPS6KC1	grey
OCEL1	brown
BARD1	turquoise
DGKQ	black
GBA /// GBAP1	turquoise
MIR6751 /// SYVN1	green
GRAMD1A	blue
TMEM168	turquoise
RP1-142L7.8	red
POLR2K	turquoise
SIMC1	magenta
MRPL34	magenta
CTA-29F11.1	turquoise
NUDT15	turquoise
DDR1 /// MIR4640	grey60
RPL23 /// SNORA21	turquoise
PDHX	turquoise
SLC25A38	yellow
DAO	yellow
C17orf58	turquoise
CTNNB1	turquoise
H2AFZ	turquoise
AZIN2	yellow
STK17B	brown
PCDHGA1 /// PCDHGA10 /// PCDHGA11 /// PCDHGA12 /// PCDHGA2 /// PCDHGA3 /// PCDHGA4 /// PCDHGA5 /// PCDHGA6 /// PCDHGA7 /// PCDHGA8 /// PCDHGA9 /// PCDHGB1 /// PCDHGB2 /// PCDHGB3 /// PCDHGB4 /// PCDHGB5 /// PCDHGB6 /// PCDHGB7 /// PCDHGC3 /// PCDHGC4 /// PCDHGC5	blue
C10orf128	blue
GLTPD2	brown
SIGLEC10	purple
FAM127A	blue
ALDH1A2	tan
RAB13	blue
LOC101060275 /// LOC101929910 /// LOC613037 /// NPIPA5 /// NPIPB11 /// NPIPB3 /// NPIPB4 /// NPIPB5	grey
C1orf53	yellow
SOCS5	turquoise
SAAL1	turquoise
FANK1	yellow
MGMT	grey
CD7	brown
S100A6	green
FAAH	black
RAD51C	turquoise
CDK7	turquoise
KLC4	black
AGMAT	brown
RMDN2	magenta
AKIRIN1	turquoise
ACSL6	brown
SLC4A11	grey
ARHGEF5	yellow
C14orf132	blue
FCRLB	pink
LAG3	blue
ZNF652	grey
DNAJC6	yellow
ZFYVE21	yellow
TAF1B	blue
LOC100507535	brown
C19orf68	tan
MSC	blue
YRDC	yellow
PLD3	blue
CDKN1B	turquoise
NYNRIN	red
TAC3	pink
CTB-12A17.3	red
TJP1	turquoise
RP4-773N10.4	brown
DSG2	yellow
GALNT2	green
MVD	turquoise
NNT-AS1	turquoise
FAM65C	blue
TMEM194A	turquoise
PMCH	turquoise
LENG1	turquoise
FLJ22184	pink
GALNT5	yellow
PRSS16	grey60
LOC101927382 /// PAX8-AS1	red
TRAPPC6A	yellow
KIAA1244	greenyellow
GOPC	turquoise
TMC6	turquoise
PLP2	green
IKZF3	purple
C9orf135	yellow
ARPC1A	turquoise
DHRS4-AS1	brown
BTBD2	black
SPECC1L	yellow
DPH2	yellow
PRMT5	turquoise
WBP2	black
LOC283357	turquoise
LOC100506325 /// LOC102724532	turquoise
GINS3	turquoise
RWDD4	turquoise
PARP8	green
DCHS1	blue
FAM78A /// LOC101927137	grey
LINC00574	pink
SSB	turquoise
PID1	yellow
TRABD2A	yellow
MXRA7	blue
AC018462.2 /// BC071802	red
STRN4	black
MSI2	green
FLNB	yellow
MRFAP1L1	turquoise
EIF3C /// EIF3CL	turquoise
BMX	grey
PSMC4	turquoise
TRAF3IP3	purple
FARP1	yellow
IL4R	blue
TUBB	turquoise
AL022344.5	red
KNSTRN	turquoise
KATNA1	turquoise
TXNIP	grey
MRPL42	turquoise
DPY30 /// MEMO1	turquoise
PCCA	turquoise
UHRF1	turquoise
HOPX	black
POLE3	turquoise
HLA-F	cyan
RGMB	turquoise
SUMF1	yellow
MTMR2	turquoise
OAS3	turquoise
ANGPT1	blue
BAGE2 /// BAGE4	pink
CCNB1IP1	turquoise
TBC1D13	black
CMIP	pink
LOC100130264	pink
ZNF580	black
DLEU1	turquoise
HIST1H2AJ	turquoise
CKLF /// CKLF-CMTM1	green
SMYD4	brown
BIRC5	turquoise
CAPN7	midnightblue
CENPC	midnightblue
TRAM1	turquoise
CMC1	turquoise
LOC101060604 /// SLC7A5P1 /// SLC7A5P2 /// SMG1P3	yellow
CCBL2	turquoise
KRBOX1	turquoise
GPT	greenyellow
MIR4647 /// SLC35B2	yellow
ACO2	brown
CHEK2	turquoise
PRSS3	black
EIF4E3	greenyellow
SLC38A1	yellow
